id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,total_review_activity,days_since_last_review,is_available_all_year
14907,Manhattan,Murray Hill,40.74814,-73.97277,Entire home/apt,189,1,3,2016-01-05,0.05,1,0,0.15000000000000002,3618.0,0
14908,Brooklyn,Fort Greene,40.68833,-73.97606,Entire home/apt,350,7,5,2018-07-18,0.14,1,0,0.7000000000000001,2693.0,0
14909,Manhattan,Chinatown,40.71628,-73.98999,Private room,85,1,1,2016-03-24,0.02,1,0,0.02,3539.0,0
14910,Brooklyn,Williamsburg,40.70766,-73.94974,Private room,70,1,34,2019-07-05,7.03,4,132,239.02,2341.0,0
14911,Brooklyn,Bushwick,40.68987,-73.91548,Private room,35,1,1,2016-08-10,0.03,1,0,0.03,3400.0,0
14912,Brooklyn,Bushwick,40.70641,-73.92158,Private room,70,4,0,,,1,0,,,0
14913,Manhattan,Harlem,40.81646,-73.9369,Entire home/apt,180,1,0,,,1,0,,,0
14914,Brooklyn,Williamsburg,40.7098,-73.9418,Private room,66,2,6,2019-01-02,0.66,3,173,3.96,2525.0,0
14915,Bronx,Tremont,40.84559,-73.89815,Private room,41,7,22,2019-06-24,0.61,2,68,13.42,2352.0,0
14916,Manhattan,East Village,40.72324,-73.9769,Entire home/apt,400,1,2,2018-12-30,0.3,1,0,0.6,2528.0,0
14917,Brooklyn,Crown Heights,40.67968,-73.9595,Entire home/apt,155,30,132,2019-04-16,3.53,1,83,465.96,2421.0,0
14918,Queens,Jackson Heights,40.75091,-73.87612,Private room,39,2,22,2019-06-21,5.64,6,58,124.08,2355.0,0
14919,Brooklyn,Cypress Hills,40.6784,-73.89362,Entire home/apt,125,1,319,2019-07-08,8.52,1,357,2717.8799999999997,2338.0,0
14920,Manhattan,Lower East Side,40.71954,-73.99067,Private room,58,10,0,,,1,0,,,0
14921,Brooklyn,Williamsburg,40.71881,-73.95369,Entire home/apt,175,2,0,,,1,24,,,0
14922,Manhattan,Chelsea,40.75233,-73.9941,Entire home/apt,259,30,0,,,87,357,,,0
14923,Manhattan,Theater District,40.75781,-73.98903,Private room,499,1,0,,,9,293,,,0
14924,Queens,Jamaica,40.69137,-73.80844,Private room,65,1,0,,,2,163,,,0
14925,Manhattan,Upper West Side,40.77998,-73.98018,Entire home/apt,125,1,0,,,1,0,,,0
14926,Manhattan,Upper West Side,40.79589,-73.96187,Entire home/apt,225,3,13,2018-01-02,0.25,1,0,3.25,2890.0,0
14927,Brooklyn,Brooklyn Heights,40.69093,-73.9929,Private room,64,7,6,2019-06-11,0.7,1,0,4.199999999999999,2365.0,0
14928,Brooklyn,Bedford-Stuyvesant,40.68052,-73.92952,Entire home/apt,100,2,25,2019-04-08,1.55,1,65,38.75,2429.0,0
14929,Manhattan,Lower East Side,40.71518,-73.98953,Private room,150,3,12,2017-10-30,0.32,2,0,3.84,2954.0,0
14930,Brooklyn,Bushwick,40.70631,-73.92064,Private room,42,2,2,2019-01-21,0.26,1,0,0.52,2506.0,0
14931,Manhattan,Lower East Side,40.72091,-73.98475,Entire home/apt,300,3,57,2019-06-23,1.12,1,168,63.84,2353.0,0
14932,Manhattan,Washington Heights,40.85029,-73.93602,Private room,42,2,3,2018-08-22,0.13,1,0,0.39,2658.0,0
14933,Manhattan,Midtown,40.75843,-73.97053,Private room,129,7,9,2019-06-21,4.03,1,128,36.27,2355.0,0
14934,Brooklyn,Bushwick,40.69707,-73.93201,Private room,50,1,9,2019-07-07,6.43,1,60,57.87,2339.0,0
14935,Brooklyn,Boerum Hill,40.69015,-73.99098,Entire home/apt,140,3,4,2019-05-17,0.34,1,5,1.36,2390.0,0
14936,Brooklyn,Bushwick,40.69983,-73.92814,Entire home/apt,154,3,0,,,1,0,,,0
14937,Brooklyn,Williamsburg,40.70648,-73.92997,Private room,65,4,47,2018-10-12,1.28,2,249,60.160000000000004,2607.0,0
14938,Manhattan,Upper West Side,40.77775,-73.98732,Entire home/apt,295,10,11,2017-06-24,0.14,1,0,1.54,3082.0,0
14939,Brooklyn,Crown Heights,40.67186,-73.94094,Private room,50,1,6,2018-08-28,0.21,1,0,1.26,2652.0,0
14940,Queens,Long Island City,40.75332,-73.94159,Entire home/apt,150,1,1,2019-01-02,0.16,1,0,0.16,2525.0,0
14941,Brooklyn,Clinton Hill,40.69471,-73.96633,Private room,100,21,15,2019-06-06,0.97,1,89,14.549999999999999,2370.0,0
14942,Brooklyn,Flatbush,40.65305,-73.95818,Entire home/apt,80,5,1,2015-09-15,0.02,1,0,0.02,3730.0,0
14943,Manhattan,Murray Hill,40.74933,-73.9724,Entire home/apt,300,1,2,2014-12-08,0.03,1,0,0.06,4011.0,0
14944,Brooklyn,Williamsburg,40.71697,-73.96204,Entire home/apt,200,1,16,2019-06-27,0.41,3,239,6.56,2349.0,0
14945,Manhattan,Midtown,40.75451,-73.96348,Entire home/apt,190,30,0,,,14,365,,,1
14946,Brooklyn,Crown Heights,40.67189,-73.95624,Entire home/apt,135,3,42,2019-07-05,3.82,1,100,160.44,2341.0,0
14947,Manhattan,Financial District,40.7075,-74.01079,Entire home/apt,236,2,10,2019-06-17,3.7,327,319,37.0,2359.0,0
14948,Manhattan,Chelsea,40.74781,-74.00084,Entire home/apt,195,1,6,2019-06-29,2.77,1,2,16.62,2347.0,0
14949,Brooklyn,Bushwick,40.68261,-73.90714,Private room,45,6,1,2018-06-16,0.08,1,0,0.08,2725.0,0
14950,Manhattan,Hell's Kitchen,40.75893,-73.99,Entire home/apt,350,3,0,,,4,0,,,0
14951,Manhattan,Midtown,40.74335,-73.98287,Entire home/apt,250,1,3,2019-07-01,3.0,2,360,9.0,2345.0,0
14952,Manhattan,Nolita,40.72246,-73.99549,Entire home/apt,228,2,29,2019-07-01,4.42,2,78,128.18,2345.0,0
14953,Brooklyn,Prospect Heights,40.67922,-73.96907,Entire home/apt,90,7,6,2018-01-03,0.08,1,0,0.48,2889.0,0
14954,Brooklyn,Prospect Heights,40.68153,-73.96669,Entire home/apt,126,1,44,2019-07-02,0.78,1,7,34.32,2344.0,0
14955,Brooklyn,Greenpoint,40.73693,-73.95284,Entire home/apt,199,3,33,2019-06-24,0.47,28,60,15.51,2352.0,0
14956,Brooklyn,Windsor Terrace,40.65766,-73.97927,Private room,52,2,53,2019-07-07,2.87,1,55,152.11,2339.0,0
14957,Brooklyn,Gowanus,40.66824,-73.99272,Entire home/apt,189,5,8,2018-06-25,0.52,1,0,4.16,2716.0,0
14958,Queens,East Elmhurst,40.77005,-73.87691,Private room,45,1,448,2019-07-07,9.63,5,166,4314.240000000001,2339.0,0
14959,Brooklyn,Williamsburg,40.71734,-73.95952,Private room,210,2,0,,,1,0,,,0
14960,Manhattan,Lower East Side,40.72075,-73.98733,Entire home/apt,172,3,3,2016-07-10,0.08,1,0,0.24,3431.0,0
14961,Brooklyn,Bushwick,40.7043,-73.92491,Entire home/apt,117,7,0,,,1,0,,,0
14962,Brooklyn,Bushwick,40.69786,-73.93125,Entire home/apt,200,6,1,2018-12-07,0.14,1,26,0.14,2551.0,0
14963,Brooklyn,Sunset Park,40.64025,-74.01735,Private room,25,4,2,2016-08-10,0.06,1,0,0.12,3400.0,0
14964,Queens,Woodhaven,40.69405,-73.86693,Private room,66,2,2,2019-07-05,2.0,2,364,4.0,2341.0,0
14965,Queens,Ridgewood,40.70501,-73.91065,Entire home/apt,99,4,1,2017-01-02,0.03,1,0,0.03,3255.0,0
14966,Brooklyn,Crown Heights,40.67069,-73.94343,Private room,62,3,0,,,1,22,,,0
14967,Queens,Ditmars Steinway,40.77033,-73.91008,Private room,50,2,5,2019-05-31,0.53,1,0,2.6500000000000004,2376.0,0
14968,Queens,Flushing,40.74344,-73.82642,Private room,45,3,0,,,4,365,,,1
14969,Manhattan,Lower East Side,40.71895,-73.98922,Entire home/apt,150,3,8,2019-04-30,0.92,1,0,7.36,2407.0,0
14970,Brooklyn,Bushwick,40.69272,-73.92067,Private room,155,1,1,2018-10-13,0.11,2,365,0.11,2606.0,1
14971,Brooklyn,Sheepshead Bay,40.58745,-73.95709,Entire home/apt,130,2,41,2019-07-06,1.77,1,142,72.57000000000001,2340.0,0
14972,Brooklyn,Greenpoint,40.72129,-73.94329,Entire home/apt,180,2,49,2019-06-12,3.52,3,233,172.48,2364.0,0
14973,Bronx,Longwood,40.81232,-73.90299,Private room,100,3,0,,,2,364,,,0
14974,Brooklyn,Williamsburg,40.71482,-73.93863,Entire home/apt,120,30,1,2017-12-31,0.05,1,128,0.05,2892.0,0
14975,Manhattan,Hell's Kitchen,40.75702,-73.99382,Private room,410,1,1,2019-05-10,0.5,5,294,0.5,2397.0,0
14976,Queens,Flushing,40.76126,-73.81549,Private room,48,1,35,2019-07-01,3.79,5,79,132.65,2345.0,0
14977,Brooklyn,Bedford-Stuyvesant,40.68782,-73.94327,Private room,40,14,1,2019-04-07,0.32,1,35,0.32,2430.0,0
14978,Brooklyn,Bedford-Stuyvesant,40.68137,-73.94233,Private room,139,4,84,2019-05-08,1.83,1,307,153.72,2399.0,0
14979,Manhattan,Upper West Side,40.7965,-73.96179,Private room,99,2,165,2019-06-18,3.56,1,105,587.4,2358.0,0
14980,Manhattan,East Village,40.73281,-73.98686,Entire home/apt,250,4,12,2019-05-05,0.37,1,3,4.4399999999999995,2402.0,0
14981,Manhattan,East Harlem,40.79333,-73.94274,Private room,50,1,0,,,1,0,,,0
14982,Manhattan,Chelsea,40.74948,-73.99506,Private room,199,1,0,,,20,189,,,0
14983,Manhattan,Greenwich Village,40.7289,-74.00059,Private room,70,7,0,,,1,0,,,0
14984,Manhattan,Kips Bay,40.74235,-73.97971,Private room,150,5,1,2018-05-18,0.07,1,0,0.07,2754.0,0
14985,Queens,Long Island City,40.76322,-73.93047,Private room,47,3,0,,,1,0,,,0
14986,Manhattan,Chelsea,40.75168,-73.99376,Private room,81,1,0,,,1,0,,,0
14987,Manhattan,Upper West Side,40.79641,-73.96253,Entire home/apt,589,5,4,2019-06-26,4.0,1,109,16.0,2350.0,0
14988,Manhattan,Midtown,40.75198,-73.97266,Private room,799,3,3,2017-09-30,0.1,12,365,0.30000000000000004,2984.0,1
14989,Brooklyn,Williamsburg,40.71841,-73.95224,Entire home/apt,200,3,0,,,1,111,,,0
14990,Brooklyn,Prospect-Lefferts Gardens,40.65618,-73.95664,Private room,55,4,26,2019-06-24,1.81,1,73,47.06,2352.0,0
14991,Brooklyn,Bushwick,40.69227,-73.91724,Entire home/apt,100,3,3,2019-05-27,0.42,1,0,1.26,2380.0,0
14992,Manhattan,Upper East Side,40.7759,-73.94921,Entire home/apt,325,2,3,2016-01-02,0.05,1,0,0.15000000000000002,3621.0,0
14993,Manhattan,Upper West Side,40.78206,-73.97797,Entire home/apt,330,4,11,2017-11-25,0.18,1,260,1.98,2928.0,0
14994,Brooklyn,Williamsburg,40.7077,-73.93855,Private room,85,5,2,2019-06-27,0.32,1,25,0.64,2349.0,0
14995,Bronx,University Heights,40.8612,-73.91065,Entire home/apt,150,1,6,2018-11-10,0.53,1,191,3.18,2578.0,0
14996,Brooklyn,Cobble Hill,40.68934,-73.99438,Private room,70,1,3,2017-03-27,0.11,1,0,0.33,3171.0,0
14997,Brooklyn,Williamsburg,40.71945,-73.94648,Entire home/apt,75,4,6,2018-09-23,0.37,1,0,2.2199999999999998,2626.0,0
14998,Brooklyn,Prospect-Lefferts Gardens,40.65841,-73.96121,Entire home/apt,82,3,14,2019-07-02,3.21,1,75,44.94,2344.0,0
14999,Manhattan,Inwood,40.86582,-73.92582,Private room,79,4,26,2019-05-24,0.78,1,238,20.28,2383.0,0
15000,Brooklyn,Bushwick,40.7027,-73.91429,Private room,70,5,1,2019-02-17,0.21,1,53,0.21,2479.0,0
15001,Manhattan,Washington Heights,40.84943,-73.93146,Private room,50,1,14,2018-01-01,0.23,1,0,3.22,2891.0,0
15002,Manhattan,Upper East Side,40.77692,-73.95126,Entire home/apt,390,30,1,2018-04-05,0.07,96,239,0.07,2797.0,0
15003,Bronx,Hunts Point,40.81395,-73.88675,Private room,40,30,21,2019-06-22,0.44,6,343,9.24,2354.0,0
15004,Brooklyn,Bedford-Stuyvesant,40.68908,-73.95545,Private room,59,2,171,2019-06-20,5.26,3,57,899.4599999999999,2356.0,0
15005,Brooklyn,Bedford-Stuyvesant,40.68555,-73.94873,Private room,45,1,0,,,1,0,,,0
15006,Brooklyn,Bushwick,40.68885,-73.91487,Private room,60,2,8,2019-06-15,0.74,10,356,5.92,2361.0,0
15007,Manhattan,Upper East Side,40.78317,-73.94559,Entire home/apt,185,3,1,2019-05-19,0.59,9,92,0.59,2388.0,0
15008,Manhattan,Lower East Side,40.71806,-73.99351,Entire home/apt,250,3,41,2019-06-22,1.42,2,147,58.22,2354.0,0
15009,Bronx,Williamsbridge,40.88016,-73.84923,Private room,43,28,15,2019-05-31,0.3,4,336,4.5,2376.0,0
15010,Manhattan,Upper West Side,40.78322,-73.97435,Entire home/apt,180,1,2,2016-11-27,0.04,1,0,0.08,3291.0,0
15011,Manhattan,Upper East Side,40.76892,-73.96906,Private room,115,1,56,2019-06-22,3.03,1,325,169.67999999999998,2354.0,0
15012,Queens,Flushing,40.76003,-73.83307,Private room,73,1,25,2019-06-18,2.43,4,317,60.75000000000001,2358.0,0
15013,Manhattan,East Village,40.72837,-73.98171,Private room,50,30,0,,,1,97,,,0
15014,Manhattan,Hell's Kitchen,40.76275,-73.99271,Entire home/apt,428,3,1,2019-07-01,1.0,1,244,1.0,2345.0,0
15015,Manhattan,Hell's Kitchen,40.76774,-73.9892,Entire home/apt,350,4,24,2017-09-21,0.27,1,362,6.48,2993.0,0
15016,Brooklyn,Brooklyn Heights,40.69816,-73.99361,Entire home/apt,120,1,1,2016-05-09,0.03,1,0,0.03,3493.0,0
15017,Brooklyn,Boerum Hill,40.68807,-73.98161,Entire home/apt,170,2,21,2018-08-21,0.86,1,9,18.06,2659.0,0
15018,Manhattan,Harlem,40.8077,-73.94953,Private room,127,1,0,,,1,89,,,0
15019,Manhattan,SoHo,40.72683,-74.00222,Entire home/apt,275,1,1,2019-07-01,1.0,1,308,1.0,2345.0,0
15020,Brooklyn,Crown Heights,40.67362,-73.9568,Private room,50,1,2,2018-02-11,0.12,1,0,0.24,2850.0,0
15021,Manhattan,Upper West Side,40.78309,-73.97831,Private room,75,1,1,2018-01-01,0.05,1,0,0.05,2891.0,0
15022,Queens,Flushing,40.76475,-73.83,Private room,79,2,14,2019-06-12,1.71,4,320,23.939999999999998,2364.0,0
15023,Manhattan,Lower East Side,40.7172,-73.9889,Entire home/apt,109,4,0,,,1,2,,,0
15024,Manhattan,Hell's Kitchen,40.75967,-73.99219,Entire home/apt,499,3,6,2019-07-06,4.62,1,361,27.72,2340.0,0
15025,Manhattan,Midtown,40.75545,-73.96896,Private room,125,1,0,,,1,0,,,0
15026,Manhattan,East Village,40.72208,-73.97779,Entire home/apt,185,1,17,2019-05-05,0.77,1,11,13.09,2402.0,0
15027,Brooklyn,Clinton Hill,40.68618,-73.96144,Entire home/apt,154,3,233,2019-04-10,2.5,1,0,582.5,2427.0,0
15028,Brooklyn,Sunset Park,40.64076,-74.0224,Private room,35,6,1,2014-11-28,0.02,1,0,0.02,4021.0,0
15029,Manhattan,Hell's Kitchen,40.76374,-73.98872,Entire home/apt,115,3,1,2016-01-03,0.02,1,0,0.02,3620.0,0
15030,Queens,College Point,40.77859,-73.84323,Entire home/apt,100,1,62,2019-07-07,6.0,2,77,372.0,2339.0,0
15031,Manhattan,Civic Center,40.71219,-73.99785,Entire home/apt,102,1,45,2018-06-24,1.85,1,0,83.25,2717.0,0
15032,Manhattan,Harlem,40.82494,-73.943,Entire home/apt,65,2,32,2019-06-17,0.73,1,16,23.36,2359.0,0
15033,Brooklyn,Williamsburg,40.70928,-73.9659,Private room,68,3,4,2017-08-01,0.16,1,0,0.64,3044.0,0
15034,Manhattan,Harlem,40.82455,-73.94585,Private room,44,14,2,2019-07-01,1.71,1,0,3.42,2345.0,0
15035,Brooklyn,Williamsburg,40.71264,-73.94622,Entire home/apt,185,3,8,2016-07-01,0.17,1,0,1.36,3440.0,0
15036,Manhattan,Harlem,40.81748,-73.94539,Private room,140,1,0,,,1,365,,,1
15037,Brooklyn,Flatbush,40.62934,-73.96343,Entire home/apt,100,3,62,2019-05-19,2.37,1,108,146.94,2388.0,0
15038,Manhattan,West Village,40.73533,-74.00378,Entire home/apt,150,30,10,2019-01-25,0.39,39,241,3.9000000000000004,2502.0,0
15039,Manhattan,Hell's Kitchen,40.76057,-73.99038,Private room,85,1,1,2015-12-19,0.02,1,0,0.02,3635.0,0
15040,Manhattan,Murray Hill,40.74461,-73.97216,Entire home/apt,180,30,0,,,96,320,,,0
15041,Manhattan,Hell's Kitchen,40.75292,-73.99487,Entire home/apt,249,2,1,2019-06-23,1.0,1,7,1.0,2353.0,0
15042,Brooklyn,Williamsburg,40.71504,-73.95394,Private room,60,3,30,2019-05-28,1.53,1,42,45.9,2379.0,0
15043,Manhattan,Hell's Kitchen,40.76188,-73.99925,Entire home/apt,250,30,0,,,2,342,,,0
15044,Manhattan,Harlem,40.80586,-73.94642,Entire home/apt,165,7,8,2016-08-15,0.1,1,234,0.8,3395.0,0
15045,Manhattan,Midtown,40.76704,-73.98153,Entire home/apt,369,30,1,2016-01-20,0.02,121,345,0.02,3603.0,0
15046,Manhattan,Upper West Side,40.78585,-73.97069,Entire home/apt,132,30,1,2018-11-05,0.12,1,236,0.12,2583.0,0
15047,Brooklyn,Sheepshead Bay,40.60467,-73.94243,Entire home/apt,139,1,5,2019-07-07,5.0,1,162,25.0,2339.0,0
15048,Bronx,Kingsbridge,40.87207,-73.90193,Entire home/apt,90,30,4,2019-01-02,0.35,2,346,1.4,2525.0,0
15049,Queens,Ditmars Steinway,40.76932,-73.90113,Private room,100,3,14,2019-01-01,1.42,1,0,19.88,2526.0,0
15050,Manhattan,Financial District,40.70668,-74.00913,Entire home/apt,160,200,0,,,1,365,,,1
15051,Manhattan,Upper West Side,40.77877,-73.97872,Entire home/apt,150,3,39,2019-04-16,0.89,1,0,34.71,2421.0,0
15052,Brooklyn,East Flatbush,40.64538,-73.94863,Shared room,36,30,2,2017-12-18,0.07,4,365,0.14,2905.0,1
15053,Brooklyn,Crown Heights,40.66818,-73.95529,Entire home/apt,200,2,13,2019-06-23,1.26,1,89,16.38,2353.0,0
15054,Manhattan,Upper West Side,40.78635,-73.97616,Entire home/apt,93,30,16,2019-01-07,0.29,1,271,4.64,2520.0,0
15055,Brooklyn,Greenpoint,40.7272,-73.94374,Private room,55,14,4,2018-08-15,0.12,1,17,0.48,2665.0,0
15056,Queens,Springfield Gardens,40.68511,-73.76012,Entire home/apt,105,3,7,2017-09-17,0.14,3,0,0.9800000000000001,2997.0,0
15057,Queens,Arverne,40.58845,-73.79514,Entire home/apt,86,2,23,2019-06-04,2.06,1,20,47.38,2372.0,0
15058,Manhattan,Harlem,40.82545,-73.95295,Private room,60,3,10,2019-06-30,0.71,1,8,7.1,2346.0,0
15059,Manhattan,Murray Hill,40.74892,-73.97571,Entire home/apt,300,2,5,2019-05-02,1.17,327,58,5.85,2405.0,0
15060,Brooklyn,Greenpoint,40.72251,-73.95103,Entire home/apt,135,3,58,2019-06-16,4.09,1,70,237.22,2360.0,0
15061,Manhattan,Flatiron District,40.74421,-73.99093,Private room,125,21,1,2019-06-01,0.79,3,70,0.79,2375.0,0
15062,Queens,Sunnyside,40.74194,-73.91787,Private room,65,1,4,2019-06-03,0.59,2,341,2.36,2373.0,0
15063,Manhattan,Harlem,40.81981,-73.94326,Entire home/apt,300,4,4,2019-06-01,0.63,1,0,2.52,2375.0,0
15064,Manhattan,Financial District,40.70571,-74.01031,Private room,250,3,1,2018-08-04,0.09,1,365,0.09,2676.0,1
15065,Manhattan,Kips Bay,40.74174,-73.98162,Entire home/apt,120,25,7,2018-10-31,0.58,1,0,4.06,2588.0,0
15066,Manhattan,Hell's Kitchen,40.76136,-73.99309,Entire home/apt,160,30,4,2018-06-16,0.17,20,313,0.68,2725.0,0
15067,Brooklyn,Kensington,40.6421,-73.98171,Private room,66,2,14,2019-06-01,0.6,4,180,8.4,2375.0,0
15068,Manhattan,Midtown,40.74481,-73.98523,Entire home/apt,150,3,6,2017-07-24,0.23,1,0,1.3800000000000001,3052.0,0
15069,Brooklyn,Williamsburg,40.72054,-73.95919,Private room,100,3,0,,,2,0,,,0
15070,Brooklyn,Bushwick,40.7005,-73.93827,Private room,49,2,16,2019-04-16,0.76,1,0,12.16,2421.0,0
15071,Brooklyn,Fort Greene,40.69338,-73.97322,Entire home/apt,110,3,19,2019-06-17,0.44,3,0,8.36,2359.0,0
15072,Brooklyn,Williamsburg,40.71387,-73.95652,Private room,41,4,14,2018-10-06,0.37,2,0,5.18,2613.0,0
15073,Manhattan,Harlem,40.80986,-73.95349,Private room,164,1,143,2019-06-21,4.82,5,221,689.26,2355.0,0
15074,Brooklyn,Williamsburg,40.70883,-73.94415,Private room,166,1,16,2016-11-14,0.36,1,0,5.76,3304.0,0
15075,Brooklyn,Williamsburg,40.70808,-73.93964,Entire home/apt,124,1,2,2018-04-09,0.13,1,0,0.26,2793.0,0
15076,Manhattan,Morningside Heights,40.81037,-73.95833,Private room,100,5,32,2018-10-24,1.2,1,0,38.4,2595.0,0
15077,Queens,Ditmars Steinway,40.77156,-73.90521,Private room,60,1,48,2019-01-03,2.27,8,128,108.96000000000001,2524.0,0
15078,Queens,Flushing,40.76047,-73.83193,Private room,100,2,1,2017-11-18,0.05,1,0,0.05,2935.0,0
15079,Brooklyn,Williamsburg,40.70847,-73.94568,Private room,57,2,1,2016-10-09,0.03,1,0,0.03,3340.0,0
15080,Manhattan,Chelsea,40.74407,-73.99366,Entire home/apt,499,4,69,2019-06-18,2.13,1,280,146.97,2358.0,0
15081,Brooklyn,Williamsburg,40.71328,-73.95154,Entire home/apt,140,2,6,2019-01-02,0.1,1,0,0.6000000000000001,2525.0,0
15082,Manhattan,Murray Hill,40.74627,-73.97595,Entire home/apt,100,1,57,2019-06-17,3.62,1,86,206.34,2359.0,0
15083,Brooklyn,Clinton Hill,40.68991,-73.96132,Private room,130,1,2,2019-07-01,2.0,6,345,4.0,2345.0,0
15084,Manhattan,Chelsea,40.74384,-73.99383,Entire home/apt,193,1,8,2017-12-30,0.23,1,0,1.84,2893.0,0
15085,Brooklyn,Fort Greene,40.68914,-73.97853,Entire home/apt,325,3,16,2019-04-20,0.42,1,103,6.72,2417.0,0
15086,Queens,St. Albans,40.69015,-73.77472,Private room,59,1,8,2017-05-11,0.12,5,359,0.96,3126.0,0
15087,Queens,Astoria,40.76272,-73.92656,Entire home/apt,150,7,1,2017-09-12,0.05,1,0,0.05,3002.0,0
15088,Queens,Ridgewood,40.70716,-73.89906,Private room,60,1,275,2019-07-05,4.64,2,329,1276.0,2341.0,0
15089,Queens,East Elmhurst,40.76689,-73.87661,Entire home/apt,99,1,14,2019-07-05,7.12,1,138,99.68,2341.0,0
15090,Brooklyn,Williamsburg,40.71412,-73.94447,Entire home/apt,95,45,1,2018-03-17,0.06,1,0,0.06,2816.0,0
15091,Manhattan,Upper West Side,40.77156,-73.98284,Private room,280,2,60,2019-06-18,1.47,1,317,88.2,2358.0,0
15092,Manhattan,East Harlem,40.79603,-73.94903,Entire home/apt,124,28,22,2019-06-15,0.26,1,103,5.720000000000001,2361.0,0
15093,Manhattan,Washington Heights,40.85674,-73.93003,Private room,35,2,5,2017-06-30,0.2,1,0,1.0,3076.0,0
15094,Manhattan,Midtown,40.74827,-73.98865,Entire home/apt,230,3,2,2019-06-04,0.51,2,29,1.02,2372.0,0
15095,Brooklyn,Williamsburg,40.7127,-73.94487,Private room,109,3,5,2019-05-07,0.2,2,179,1.0,2400.0,0
15096,Manhattan,West Village,40.73574,-74.00056,Entire home/apt,250,7,0,,,1,0,,,0
15097,Manhattan,Midtown,40.75221,-73.97157,Entire home/apt,101,2,1,2015-12-28,0.02,1,0,0.02,3626.0,0
15098,Manhattan,East Village,40.73076,-73.98374,Private room,65,2,4,2016-02-01,0.09,1,0,0.36,3591.0,0
15099,Manhattan,Financial District,40.70734,-74.00837,Entire home/apt,300,30,0,,,1,310,,,0
15100,Brooklyn,Crown Heights,40.67421,-73.9504,Private room,100,2,8,2018-11-26,0.11,1,156,0.88,2562.0,0
15101,Queens,Jamaica,40.67621,-73.78279,Entire home/apt,160,3,0,,,1,77,,,0
15102,Manhattan,Washington Heights,40.85188,-73.93588,Private room,70,1,26,2019-05-19,1.08,1,0,28.080000000000002,2388.0,0
15103,Manhattan,Harlem,40.82768,-73.94737,Entire home/apt,55,14,2,2017-01-08,0.05,1,0,0.1,3249.0,0
15104,Manhattan,Harlem,40.82288,-73.95254,Private room,63,7,21,2019-04-28,0.75,1,0,15.75,2409.0,0
15105,Brooklyn,Prospect-Lefferts Gardens,40.66324,-73.94233,Entire home/apt,106,2,3,2019-03-29,0.74,2,0,2.2199999999999998,2439.0,0
15106,Brooklyn,Bedford-Stuyvesant,40.686,-73.93,Private room,32,30,0,,,1,10,,,0
15107,Brooklyn,Cypress Hills,40.68465,-73.8684,Entire home/apt,130,1,94,2019-06-23,1.92,1,0,180.48,2353.0,0
15108,Manhattan,Financial District,40.70824,-74.00476,Entire home/apt,200,2,4,2019-07-02,2.45,1,38,9.8,2344.0,0
15109,Brooklyn,Greenpoint,40.72228,-73.94817,Private room,135,2,2,2017-10-15,0.09,1,0,0.18,2969.0,0
15110,Brooklyn,Bedford-Stuyvesant,40.67853,-73.94995,Private room,70,2,0,,,2,9,,,0
15111,Manhattan,Harlem,40.82266,-73.95481,Private room,70,1,0,,,1,56,,,0
15112,Manhattan,Lower East Side,40.71269,-73.98171,Entire home/apt,200,1,1,2015-12-03,0.02,1,0,0.02,3651.0,0
15113,Manhattan,East Village,40.72359,-73.98519,Entire home/apt,140,3,1,2019-06-23,1.0,1,56,1.0,2353.0,0
15114,Manhattan,Harlem,40.81068,-73.94288,Private room,125,1,11,2017-09-25,0.12,2,365,1.3199999999999998,2989.0,1
15115,Brooklyn,Prospect-Lefferts Gardens,40.66085,-73.95586,Entire home/apt,1400,10,1,2019-07-02,1.0,1,17,1.0,2344.0,0
15116,Manhattan,East Harlem,40.79247,-73.94892,Entire home/apt,109,1,8,2019-06-28,5.11,1,233,40.88,2348.0,0
15117,Manhattan,Harlem,40.82235,-73.94846,Entire home/apt,250,2,27,2019-06-21,2.26,2,180,61.019999999999996,2355.0,0
15118,Brooklyn,Park Slope,40.66678,-73.97709,Entire home/apt,170,4,0,,,1,199,,,0
15119,Brooklyn,Bushwick,40.70269,-73.91426,Entire home/apt,85,3,7,2018-08-20,0.2,1,0,1.4000000000000001,2660.0,0
15120,Brooklyn,Park Slope,40.66859,-73.98235,Entire home/apt,299,20,0,,,1,149,,,0
15121,Brooklyn,Williamsburg,40.71411,-73.94402,Entire home/apt,151,2,13,2018-08-28,0.41,1,188,5.33,2652.0,0
15122,Manhattan,Harlem,40.80508,-73.95088,Entire home/apt,150,5,0,,,1,7,,,0
15123,Brooklyn,Bushwick,40.69611,-73.91891,Entire home/apt,80,31,1,2016-11-03,0.03,1,0,0.03,3315.0,0
15124,Manhattan,Upper West Side,40.78246,-73.97654,Entire home/apt,155,7,0,,,1,0,,,0
15125,Brooklyn,Bedford-Stuyvesant,40.69765,-73.94715,Private room,81,2,10,2019-07-05,4.17,6,121,41.7,2341.0,0
15126,Brooklyn,East Flatbush,40.65062,-73.93487,Private room,60,2,20,2019-04-01,0.81,2,190,16.200000000000003,2436.0,0
15127,Brooklyn,Greenpoint,40.72158,-73.94578,Entire home/apt,175,3,71,2019-06-21,2.67,1,20,189.57,2355.0,0
